,Churn,Churn_Prob,CustID,predicted
5735,0,0.0037351490481049975,5735,0
4107,0,0.04349136492975126,4107,0
706,0,0.005300075085621476,706,0
1606,0,0.055243430970963604,1606,0
4904,0,0.44994749270896905,4904,0
6752,0,0.0782085527374158,6752,0
3992,0,0.013334077880830943,3992,0
4735,0,0.08867722595197856,4735,0
3449,0,0.14537637545556642,3449,0
4433,0,0.7061371359651465,4433,1
552,0,0.003805843845686973,552,0
4665,0,0.008461331495222305,4665,0
6000,0,0.005367672334084763,6000,0
4422,0,0.3562887211635598,4422,0
5507,0,0.06984599274268173,5507,0
4094,0,0.5209480203882411,4094,1
6096,0,0.7718872135772515,6096,1
5571,0,0.06917838490044931,5571,0
4841,0,0.5767017628989707,4841,1
3393,0,0.10249920212014078,3393,0
5177,1,0.5874146368780977,5177,1
1545,0,0.11672322431488981,1545,0
3351,1,0.1694351520013189,3351,0
3998,0,0.05281662453672363,3998,0
5066,0,0.05452855844507283,5066,0
4919,0,0.005290412343475678,4919,0
580,1,0.09982557329857525,580,0
2685,0,0.04681248136251896,2685,0
6059,0,0.06504176696934065,6059,0
6774,0,0.16939544339720602,6774,0
4148,0,0.04022550271336575,4148,0
1192,1,0.7075690954684725,1192,1
3561,1,0.41671746341134197,3561,0
5018,0,0.000949084557933404,5018,0
6727,0,0.6280306383419888,6727,1
3595,1,0.7632019445643334,3595,1
4853,0,0.07552568074442823,4853,0
1177,0,0.03281587622008143,1177,0
4298,0,0.2372627092079285,4298,0
693,1,0.6399898356085552,693,1
1115,0,0.028743125748289803,1115,0
5116,1,0.6081433695428974,5116,1
4646,0,0.5989685451233516,4646,1
6825,0,0.46887203917507286,6825,0
2316,0,0.1421864808873743,2316,0
384,0,0.16007065809548923,384,0
2386,0,0.054431755385437625,2386,0
395,0,0.015869042223926797,395,0
1142,0,0.6587065887630009,1142,1
1569,0,0.254426400108982,1569,0
4274,0,0.012149867971798116,4274,0
2372,0,0.009084020782275229,2372,0
6308,0,0.5986880426387883,6308,1
5245,0,0.0015125640515835379,5245,0
1801,0,0.39203344123144457,1801,0
574,0,0.5984401184347903,574,1
651,1,0.5687480556804205,651,1
3624,0,0.25351393108504894,3624,0
3522,0,0.01268889963552721,3522,0
937,1,0.6644182340721195,937,1
4500,0,0.067718241866125,4500,0
1557,0,0.2658699792458903,1557,0
4688,0,0.28903392175219805,4688,0
5908,1,0.16694087246736591,5908,0
3995,1,0.3948933640520727,3995,0
3073,0,0.04973676752336963,3073,0
2292,0,0.016709720417451536,2292,0
4113,0,0.01873168846065178,4113,0
4628,0,0.2037658813761939,4628,0
4008,0,0.07734843279711472,4008,0
4943,0,0.009561895630611718,4943,0
5100,1,0.570327349868805,5100,1
3910,1,0.44365706836077423,3910,0
6353,0,0.20941690278959457,6353,0
3563,0,0.5043044800884908,3563,1
111,0,0.013179690898683526,111,0
2794,0,0.1269843120661089,2794,0
167,0,0.017805597461190727,167,0
5709,0,0.052479719631841185,5709,0
6419,0,0.15348395874360812,6419,0
6460,1,0.2596282964158614,6460,0
3775,1,0.6307272467982381,3775,1
2280,0,0.7095641101448612,2280,1
1434,1,0.5717477138919068,1434,1
973,1,0.1980972079824201,973,0
2199,0,0.004013307169747507,2199,0
1336,0,0.43302666714941007,1336,0
2331,0,0.04410762309511898,2331,0
5588,1,0.37431858356546555,5588,0
6444,1,0.11373891650609272,6444,0
4210,0,0.07751884057556321,4210,0
118,0,0.005516014482846191,118,0
3741,0,0.03220172329915707,3741,0
2985,0,0.12077180324379572,2985,0
379,0,0.22909549351527,379,0
4451,0,0.6058386098362734,4451,1
6872,0,0.0532095242049614,6872,0
836,0,0.011583872248660058,836,0
3392,0,0.020376763036275072,3392,0
700,0,0.02413343778809292,700,0
4520,1,0.22667808754262456,4520,0
198,0,0.06999569013216549,198,0
3003,1,0.41637709978920223,3003,0
75,0,0.23194174480181473,75,0
5688,0,0.008038371261686827,5688,0
3072,0,0.031135319644067988,3072,0
1470,0,0.12173583007907492,1470,0
1705,0,0.19005468284361163,1705,0
5263,0,0.16522418223784574,5263,0
6854,0,0.15968388598982508,6854,0
301,1,0.8513090405520332,301,1
140,0,0.020535044603635137,140,0
2486,0,0.29667317416451866,2486,0
2200,0,0.15657955456332256,2200,0
154,0,0.13249372879686855,154,0
1111,1,0.5369131547199614,1111,1
5975,1,0.572599509249176,5975,1
4743,0,0.011006284535154768,4743,0
2828,0,0.05173164825189977,2828,0
5038,0,0.08040812417732991,5038,0
3905,1,0.5200161543983091,3905,1
2065,0,0.43522117004366195,2065,0
977,0,0.5725619176757062,977,1
4554,0,0.46473485509109924,4554,0
5811,0,0.0270485432245118,5811,0
5946,1,0.02440801358737565,5946,0
4656,0,0.5388349600601797,4656,1
1136,0,0.001575417725562598,1136,0
6269,0,0.11628191614821988,6269,0
6253,0,0.12016772883161679,6253,0
3609,0,0.21454036963570647,3609,0
2277,1,0.24820204140715538,2277,0
2608,1,0.449986706666956,2608,0
6178,0,0.005881469643019302,6178,0
131,1,0.3082395827924386,131,0
6877,1,0.6134522831549298,6877,1
2028,0,0.024831279899620518,2028,0
6646,0,0.005896399988830242,6646,0
4344,0,0.02801682757822759,4344,0
6018,0,0.00880799105842544,6018,0
4323,1,0.3074775708041146,4323,0
3321,0,0.0021273729563618805,3321,0
5378,0,0.011249556784563403,5378,0
2251,0,0.46258817454319295,2251,0
5857,1,0.564191896484072,5857,1
5715,1,0.37852710117122834,5715,0
6274,0,0.19067271180325795,6274,0
65,0,0.4436206903154636,65,0
2911,1,0.5843395130937719,2911,1
6465,0,0.0020431990095836996,6465,0
1178,1,0.5461542971007245,1178,1
1067,0,0.41032010602781444,1067,0
4929,0,0.05139186174789787,4929,0
5497,1,0.11030344425113994,5497,0
5399,0,0.008962980638024042,5399,0
5020,0,0.007897220894387002,5020,0
3723,0,0.06995214592164697,3723,0
1911,0,0.024204015497984125,1911,0
3383,1,0.6896772681634187,3383,1
2990,1,0.4922375946930788,2990,0
5891,1,0.3812781417303217,5891,0
5269,0,0.3460471882262802,5269,0
614,0,0.02122668646212722,614,0
6047,0,0.4245838164439233,6047,0
382,0,0.024720575306486827,382,0
6507,1,0.2716066421179517,6507,0
1847,0,0.0025619964430955897,1847,0
5386,0,0.30235333850498214,5386,0
1182,0,0.146482462386226,1182,0
2536,1,0.04663667087337626,2536,0
1137,0,0.0010136592229986704,1137,0
5469,0,0.2528829847972462,5469,0
1504,0,0.5159054426390931,1504,1
469,1,0.3183652908131344,469,0
5489,0,0.43914235814871605,5489,0
5298,0,0.45226715756951164,5298,0
1375,0,0.01313604351674455,1375,0
5084,0,0.04183845203041103,5084,0
1570,0,0.022203662170940577,1570,0
5568,0,0.1571211288436503,5568,0
6816,1,0.6870266797417879,6816,1
1445,0,0.5297434050797575,1445,1
3791,0,0.651582125781344,3791,1
3943,0,0.5311716376282308,3943,1
2709,0,0.3448471253010507,2709,0
1022,0,0.765331257821607,1022,1
5129,0,0.5422778414145937,5129,1
6116,0,0.06158593661898819,6116,0
1839,0,0.0756557550954682,1839,0
5980,0,0.09202501821980148,5980,0
583,0,0.22694712537716585,583,0
333,1,0.6925583124337664,333,1
1101,0,0.09045783927625305,1101,0
910,1,0.6820204754482407,910,1
2925,0,0.08959598156403988,2925,0
5187,0,0.5803836847782703,5187,1
3963,0,0.0012529661194015205,3963,0
3620,0,0.2963848846372609,3620,0
2596,0,0.14120517625809922,2596,0
1577,1,0.3035000861458238,1577,0
4806,0,0.003207145785631636,4806,0
2865,0,0.07414314254075612,2865,0
4746,1,0.7172435040087081,4746,1
1909,0,0.06633288101651698,1909,0
792,0,0.049737700837677694,792,0
4783,0,0.03723259346476039,4783,0
7017,0,0.004505023557344302,7017,0
2327,0,0.49717623213622836,2327,0
5056,0,0.008977634886930264,5056,0
3770,0,0.0032535231163131587,3770,0
1807,1,0.5620997168623614,1807,1
1531,0,0.0707906252776078,1531,0
6594,0,0.16480197677962757,6594,0
146,0,0.08432478983408642,146,0
2983,0,0.009721534244441525,2983,0
2402,0,0.13242416575185123,2402,0
1284,0,0.0020273313385511392,1284,0
6881,0,0.21087746732735854,6881,0
5794,0,0.10790307353518717,5794,0
6952,1,0.4196054476237624,6952,0
4652,0,0.03993206942346256,4652,0
4450,1,0.22009729786342858,4450,0
4726,0,0.013158892381676258,4726,0
3261,0,0.010080260558681015,3261,0
4415,0,0.0093416598780374,4415,0
4007,0,0.004971049928789748,4007,0
388,0,0.3057407792391606,388,0
6141,1,0.5249708574456141,6141,1
3713,1,0.41315579136379005,3713,0
3959,0,0.03731647169298142,3959,0
2365,0,0.5729386976720654,2365,1
5933,1,0.8126759543502704,5933,1
3081,1,0.6599196876735501,3081,1
5686,1,0.7577402769534034,5686,1
5534,0,0.44332747985895904,5534,0
3505,0,0.5477221354510221,3505,1
5973,0,0.11659155341888586,5973,0
322,0,0.5033307104427838,322,1
5547,1,0.7583315374961171,5547,1
1745,0,0.0033839413912264207,1745,0
6653,0,0.20611580819043493,6653,0
707,0,0.4752138537989721,707,0
272,1,0.576359256659378,272,1
945,1,0.6476595906128749,945,1
5650,0,0.04057232842365387,5650,0
345,0,0.8229243381829747,345,1
3921,0,0.12067861987990622,3921,0
2108,0,0.0755484927399483,2108,0
2655,1,0.5772632503450255,2655,1
850,0,0.07183185681122313,850,0
4792,1,0.2660476134757293,4792,0
6026,0,0.09297227680273377,6026,0
3721,1,0.15715258238441562,3721,0
2875,1,0.600378015013191,2875,1
5120,1,0.24649197758849933,5120,0
1061,0,0.1279156016516683,1061,0
5334,1,0.13199052507345166,5334,0
4648,0,0.6784630614059732,4648,1
637,0,0.0046221689290167215,637,0
3213,0,0.03987510239351589,3213,0
6639,0,0.16982643705121753,6639,0
1351,0,0.18835627350178094,1351,0
1256,0,0.013019905421884123,1256,0
1503,0,0.4148442072689403,1503,0
6544,1,0.5772323129555449,6544,1
1722,0,0.06856784758950263,1722,0
807,0,0.0513912741823293,807,0
950,1,0.41865825423676395,950,0
195,0,0.41795905028797786,195,0
1869,0,0.0013492446745600865,1869,0
2734,0,0.10118200377429368,2734,0
6267,1,0.6883970298433529,6267,1
629,1,0.29261595294444187,629,0
4425,0,0.23548190392162022,4425,0
232,1,0.6044936862519134,232,1
1959,0,0.3901292471176518,1959,0
4666,0,0.06965894526892283,4666,0
427,0,0.6148576255770514,427,1
5015,0,0.11444221987098781,5015,0
922,0,0.6013684379665692,922,1
6819,1,0.5247840003874596,6819,1
6311,0,0.33283891285247075,6311,0
6886,1,0.7469405803793753,6886,1
4957,0,0.1699271767173349,4957,0
190,0,0.04918735952995489,190,0
5818,0,0.05482773285910121,5818,0
43,0,0.011709219831424242,43,0
1451,0,0.22349444778113522,1451,0
3938,0,0.28113874135938854,3938,0
4513,1,0.012799562865085134,4513,0
4392,0,0.17142502882785954,4392,0
2735,0,0.3756932357796343,2735,0
3936,0,0.29903566169083673,3936,0
5959,0,0.008823841756279684,5959,0
2962,1,0.4339137932262723,2962,0
2467,0,0.2546698946281512,2467,0
5581,1,0.08151808592638135,5581,0
4807,0,0.11858528731666353,4807,0
2021,0,0.03523819484558654,2021,0
5461,0,0.008840623706224874,5461,0
4681,1,0.7941003312869089,4681,1
5085,0,0.1722054037929662,5085,0
3886,0,0.2224552732524678,3886,0
4079,0,0.5481587763334305,4079,1
1407,0,0.1460122520992244,1407,0
5847,0,0.22121695111261977,5847,0
6227,1,0.395909923824313,6227,0
4691,1,0.49973503554656734,4691,0
4962,0,0.2226043754143222,4962,0
3223,0,0.4181818219455995,3223,0
3212,0,0.2699248771572584,3212,0
6101,0,0.057023045340123604,6101,0
3646,0,0.0959299214198389,3646,0
2637,0,0.02106138012293045,2637,0
1195,0,0.40311277942456925,1195,0
4350,0,0.12741596475021666,4350,0
6348,0,0.36214069271286115,6348,0
5061,0,0.04865421766335167,5061,0
3264,0,0.5434736930214581,3264,1
4486,0,0.14973477198162385,4486,0
668,1,0.2946194806990484,668,0
6962,1,0.6195698340564777,6962,1
4940,0,0.7098973313944985,4940,1
6345,0,0.5075118163917037,6345,1
6307,0,0.047043317959029655,6307,0
4208,0,0.02411534187361179,4208,0
1083,1,0.7065856647012709,1083,1
5017,0,0.0313570414493506,5017,0
2308,0,0.11389084815663837,2308,0
4669,0,0.0031513775517350013,4669,0
3685,0,0.06081476063599836,3685,0
98,0,0.004300589485002996,98,0
1275,0,0.00632500236123303,1275,0
6405,0,0.3093836153738137,6405,0
750,0,0.13338853557622654,750,0
2539,0,0.001929358394468934,2539,0
4847,1,0.5043037539053431,4847,1
1990,1,0.7634339708840924,1990,1
2899,0,0.00834741132135341,2899,0
19,0,0.4824350975912468,19,0
2110,0,0.20628313290409983,2110,0
4287,1,0.1566375164755466,4287,0
6236,0,0.6622721847965191,6236,1
2665,0,0.25903612345398674,2665,0
1613,0,0.029960543477683267,1613,0
1951,0,0.18243012512754458,1951,0
41,0,0.013472654588127199,41,0
6182,0,0.009620840884789846,6182,0
456,0,0.18759535464527854,456,0
2158,0,0.03324987403879466,2158,0
883,0,0.14190306599506902,883,0
874,0,0.1569272705212668,874,0
5808,0,0.071221226385881,5808,0
5354,0,0.7728793193440174,5354,1
6764,1,0.6945226559355676,6764,1
1711,0,0.002000506128370005,1711,0
2324,1,0.6081482821337413,2324,1
4048,0,0.01584144119809286,4048,0
621,0,0.09601165427948422,621,0
3438,1,0.7049729227702355,3438,1
6281,0,0.06977840184114287,6281,0
5194,1,0.5113678637652872,5194,1
177,1,0.6068046493538215,177,1
4070,0,0.34078075932274143,4070,0
53,1,0.6516666233283981,53,1
794,0,0.5254504516116314,794,1
4603,0,0.3230877956012844,4603,0
2382,0,0.05223747916708147,2382,0
677,1,0.678617733638981,677,1
6384,0,0.056978698753990815,6384,0
5329,1,0.4201456814469727,5329,0
4270,0,0.018997177487794684,4270,0
4264,0,0.5605280454033753,4264,1
323,0,0.13081753108730984,323,0
158,0,0.06432469209269866,158,0
6970,1,0.7122812340733224,6970,1
2057,1,0.33329781491596894,2057,0
3926,0,0.2884939199906501,3926,0
5850,1,0.4230603785664779,5850,0
5612,0,0.022856939149730485,5612,0
705,1,0.3982459093969223,705,0
6453,1,0.5802558086343553,6453,1
218,0,0.023830316120145835,218,0
58,0,0.011091728171669422,58,0
1489,0,0.06323977142046765,1489,0
3593,1,0.5330045180017898,3593,1
1907,0,0.382901860448513,1907,0
4935,0,0.017103294155462294,4935,0
4182,1,0.5678755944479918,4182,1
742,1,0.6660491952619335,742,1
5202,0,0.07037709963809685,5202,0
501,0,0.04615584396333577,501,0
6863,0,0.04430234539269522,6863,0
2479,0,0.015207627155140995,2479,0
4459,1,0.7073187820638712,4459,1
1350,0,0.006113862659889903,1350,0
5708,0,0.6441376533850104,5708,1
452,0,0.09315611918689631,452,0
6575,0,0.16487123536088616,6575,0
3630,1,0.19326909891933114,3630,0
4272,1,0.0044427103871568134,4272,0
627,0,0.14262445470526194,627,0
175,0,0.05446706569068929,175,0
1017,0,0.007963359784179566,1017,0
2312,0,0.037525542823667594,2312,0
2776,1,0.5305176116850172,2776,1
1682,0,0.024055375592355304,1682,0
2780,1,0.050688386522892724,2780,0
688,0,0.025542000070595202,688,0
650,1,0.6754322064282222,650,1
1421,1,0.7192671971178551,1421,1
5854,0,0.3142772431025697,5854,0
4620,0,0.03482180422974475,4620,0
2191,1,0.8308947813465974,2191,1
3446,0,0.22117720832636234,3446,0
1548,0,0.36530729907268766,1548,0
755,1,0.750244898858761,755,1
6022,0,0.08912557170348132,6022,0
5993,0,0.5636109192305668,5993,1
273,0,0.5864532017854794,273,1
6295,0,0.005538620378803086,6295,0
6797,0,0.3459267425109247,6797,0
1144,1,0.6845901110471686,1144,1
4888,0,0.21636832492326372,4888,0
856,0,0.009839405012567427,856,0
6171,0,0.2949286773651127,6171,0
2176,0,0.0017987582038424322,2176,0
2140,1,0.3191659706204934,2140,0
3526,1,0.43261336844438,3526,0
5526,0,0.01119351321807349,5526,0
1865,0,0.39401570132385966,1865,0
3866,0,0.024360982534751174,3866,0
4925,0,0.10922221207811401,4925,0
419,1,0.7419808759116577,419,1
6874,0,0.10196772264338617,6874,0
800,0,0.05271804078185701,800,0
2025,0,0.06963338703232304,2025,0
3332,1,0.32073260208724386,3332,0
3769,0,0.05501372387680201,3769,0
1987,1,0.486609690198974,1987,0
571,0,0.027244118335269848,571,0
5212,0,0.004396001164344092,5212,0
2653,0,0.008142347655572934,2653,0
5030,1,0.5457642289795099,5030,1
4448,1,0.6887518379954882,4448,1
1890,1,0.2855464788612025,1890,0
1211,1,0.38073204675398503,1211,0
754,0,0.5870513956931422,754,1
5287,0,0.16538327962488775,5287,0
1002,0,0.5786817466828239,1002,1
6732,0,0.5054190377354528,6732,1
4609,0,0.0911626504701618,4609,0
5696,1,0.18173059597939903,5696,0
3034,1,0.720554530679078,3034,1
1454,0,0.05452402414046752,1454,0
3262,1,0.4168760946677075,3262,0
4178,0,0.008262327309874775,4178,0
1287,0,0.4906387114116839,1287,0
276,1,0.41617520500523963,276,0
4941,1,0.2032812209977738,4941,0
2739,0,0.1412811670409751,2739,0
2075,0,0.48882013098745974,2075,0
4517,1,0.8034063306060044,4517,1
5586,0,0.02288350910631276,5586,0
1578,1,0.3198513934749574,1578,0
3997,0,0.008892383667143391,3997,0
1778,0,0.0013761504465003242,1778,0
731,0,0.13667636815235695,731,0
4127,0,0.004637529681384115,4127,0
2547,0,0.009329578455777365,2547,0
2837,1,0.16561404547964123,2837,0
1296,0,0.6016790333498506,1296,1
1864,0,0.11053669949094089,1864,0
5863,1,0.6761053424488539,5863,1
4293,1,0.586748959473936,4293,1
6599,1,0.5607167151456125,6599,1
281,0,0.2766761915918748,281,0
4480,1,0.6088888466254228,4480,1
4670,0,0.08589121910745222,4670,0
5525,0,0.01359425019111388,5525,0
3169,0,0.03826706367550074,3169,0
6052,0,0.031057573145492758,6052,0
1393,0,0.16627639947168296,1393,0
3110,0,0.1718786582622898,3110,0
5007,0,0.04845451631450534,5007,0
4737,0,0.06895860581381089,4737,0
5262,0,0.027802391441791953,5262,0
1372,0,0.40249839068959187,1372,0
686,0,0.016088795517612962,686,0
1702,1,0.6306778442110025,1702,1
1963,0,0.5355193001952632,1963,1
2821,1,0.8119771668329018,2821,1
1416,0,0.021915811217856136,1416,0
2321,0,0.33231938935356226,2321,0
2128,0,0.12654646462560784,2128,0
70,0,0.25370240720388815,70,0
4445,0,0.0434047181435545,4445,0
6527,1,0.28409234369868763,6527,0
4311,1,0.4895805377234542,4311,0
168,1,0.13214637903795312,168,0
2599,0,0.005785425289629272,2599,0
2860,0,0.327274030691089,2860,0
5923,0,0.554600472407623,5923,1
2457,0,0.19315986446450034,2457,0
4322,0,0.6780756877447188,4322,1
6292,0,0.27682001239903214,6292,0
3055,1,0.17016080028386016,3055,0
6695,0,0.004206227738832407,6695,0
3731,0,0.682156536942941,3731,1
5380,1,0.7322043265566296,5380,1
4460,0,0.336875027913273,4460,0
6388,1,0.16605537948916982,6388,0
6811,1,0.7073210166232262,6811,1
2756,1,0.163639671646715,2756,0
3420,0,0.30106588209309765,3420,0
2343,0,0.37747474931414604,2343,0
0,0,0.6201729230420113,0,1
6627,0,0.003761221433791242,6627,0
6422,0,0.025343854925263917,6422,0
499,1,0.5902841467974288,499,1
4668,0,0.3874017279257563,4668,0
6813,1,0.011086543359407008,6813,0
5659,0,0.017205641580459157,5659,0
2689,0,0.06929207077107617,2689,0
110,1,0.29843866213640435,110,0
2394,0,0.05545401005097181,2394,0
6967,1,0.6731456587461233,6967,1
1269,0,0.06362946947200859,1269,0
1727,0,0.20902304231173854,1727,0
2156,1,0.6347011162353788,2156,1
6548,0,0.06682513018430376,6548,0
6826,0,0.18995977039139067,6826,0
1658,1,0.25946240739849724,1658,0
6996,1,0.056713267772337685,6996,0
1867,1,0.62701421466578,1867,1
745,0,0.07343886853098824,745,0
2873,1,0.65613361634181,2873,1
1747,1,0.7505024956967692,1747,1
6590,1,0.6832413817198443,6590,1
2663,0,0.158908432086803,2663,0
3618,0,0.0855611541927496,3618,0
1817,0,0.10193832967110608,1817,0
2135,0,0.28344997899898716,2135,0
1212,0,0.6401692324138947,1212,1
2727,1,0.7846313629447398,2727,1
5215,1,0.1632032055800407,5215,0
3135,1,0.5744473186840212,3135,1
659,0,0.035235626738813315,659,0
723,1,0.4750036150334402,723,0
2190,0,0.009916065861290351,2190,0
510,0,0.2028710936673718,510,0
6935,0,0.06138558971642583,6935,0
3496,0,0.3547795149984101,3496,0
5480,0,0.4065747050096952,5480,0
1553,0,0.22432731076762627,1553,0
6359,0,0.10295502007104783,6359,0
7032,1,0.8053131622013353,7032,1
3533,0,0.07953659724410098,3533,0
4058,1,0.27482215380728997,4058,0
5499,1,0.7012309781244459,5499,1
4773,1,0.09404060909999229,4773,0
4197,0,0.598612268826798,4197,1
453,1,0.47337203182798915,453,0
797,0,0.1498070772313713,797,0
6454,0,0.25201662608734626,6454,0
2045,0,0.07369929469665552,2045,0
2357,0,0.016686035571506688,2357,0
475,1,0.4913872023979076,475,0
258,1,0.4002108921428544,258,0
4027,1,0.40206365486570844,4027,0
4252,0,0.2373223357372556,4252,0
2984,0,0.030071954454554427,2984,0
3706,0,0.31691676033741034,3706,0
407,0,0.5168507139942455,407,1
964,1,0.4042675528201758,964,0
1385,0,0.07434825257012592,1385,0
4118,0,0.1668898515984219,4118,0
996,1,0.28711146864527937,996,0
491,0,0.5235622215325819,491,1
6569,0,0.03636324112802595,6569,0
3692,0,0.5302062131488962,3692,1
2333,0,0.03830278262465798,2333,0
209,0,0.08659859497799612,209,0
2307,0,0.154027530497533,2307,0
3050,1,0.5036521741697959,3050,1
4084,1,0.6846201841915276,4084,1
2538,0,0.07688866615407608,2538,0
6190,1,0.6419421584891576,6190,1
3295,0,0.008907818925792064,3295,0
3001,0,0.11202112753293489,3001,0
1495,0,0.2234093510981927,1495,0
3280,0,0.01081456527368501,3280,0
3784,1,0.6443539314227793,3784,1
4427,0,0.05391635788946305,4427,0
6428,1,0.5605538094946454,6428,1
3795,0,0.6414691381582066,3795,1
6416,0,0.011454372205449757,6416,0
1312,0,0.06135467519944886,1312,0
1517,0,0.23738895030099927,1517,0
4519,0,0.18014567188110311,4519,0
1914,0,0.41662519252834873,1914,0
2761,1,0.6803321573947404,2761,1
5033,0,0.22471603394422393,5033,0
639,1,0.6969486842378164,639,1
3379,0,0.16325691198411546,3379,0
1408,0,0.120485429312758,1408,0
105,0,0.43086928977124994,105,0
4383,0,0.01436481101516493,4383,0
5587,0,0.24943641657829393,5587,0
2523,0,0.003867945138782585,2523,0
5785,0,0.0058943358228640275,5785,0
4623,0,0.2669223567128534,4623,0
2722,0,0.009572186940252497,2722,0
4373,0,0.025338755650933693,4373,0
4353,1,0.6546400860182755,4353,1
1468,0,0.1428452426959038,1468,0
6474,0,0.04055107747622079,6474,0
3768,0,0.18055215771642122,3768,0
548,0,0.27944297417863423,548,0
205,0,0.1638308883026344,205,0
6995,0,0.014863074826662772,6995,0
139,1,0.6981908959673816,139,1
305,0,0.003983109106079929,305,0
6067,0,0.19951807128808813,6067,0
5888,1,0.47047025802652276,5888,0
2395,0,0.45711511296610446,2395,0
3008,0,0.05427814099421939,3008,0
5402,0,0.03361036004660857,5402,0
5,1,0.7434999603308731,5,1
4233,0,0.0638504468235921,4233,0
6827,0,0.0520585427994835,6827,0
3473,1,0.41528766193939487,3473,0
897,0,0.11545849080681801,897,0
6164,0,0.026150489105810727,6164,0
1780,1,0.05328354361800607,1780,0
6020,0,0.07086671787268849,6020,0
1297,0,0.623369517153678,1297,1
2546,0,0.18932537587189896,2546,0
3909,0,0.03077352998753942,3909,0
1377,0,0.008607041237980766,1377,0
2942,0,0.006093486917826746,2942,0
5464,0,0.018971769997890606,5464,0
6908,1,0.3852438762792599,6908,0
3290,0,0.3663542283273025,3290,0
5827,0,0.3802565109945969,5827,0
4567,0,0.4687389948169598,4567,0
748,0,0.0037267263599794014,748,0
2336,1,0.5346521301614021,2336,1
3019,1,0.13454242753748366,3019,0
6224,0,0.0870688419774166,6224,0
6058,0,0.3769415352585815,6058,0
3418,0,0.31158650186351594,3418,0
3289,0,0.4454120512082578,3289,0
31,0,0.7407984928189391,31,1
3859,0,0.19031268608492646,3859,0
3191,0,0.4945826731306605,3191,0
5219,0,0.1651736521070797,5219,0
4926,0,0.006323255553966241,4926,0
595,1,0.22334092030320063,595,0
2263,1,0.48968396678919046,2263,0
6251,0,0.23061675066365758,6251,0
6225,0,0.03264777476819523,6225,0
4453,1,0.739830219269583,4453,1
927,1,0.4903297859489942,927,0
4549,0,0.33113376401462435,4549,0
160,0,0.2940095349534608,160,0
4536,1,0.6935064063530486,4536,1
3347,0,0.01504451888761932,3347,0
3719,0,0.022357153443913255,3719,0
6713,0,0.28399944680064954,6713,0
6883,0,0.4467326569032383,6883,0
4608,0,0.04942368760762242,4608,0
3060,0,0.1867414085233175,3060,0
5441,1,0.004638667977042287,5441,0
2502,0,0.0027525934986557163,2502,0
440,0,0.5579983102560097,440,1
1056,1,0.6894376207279705,1056,1
117,1,0.7305637061211302,117,1
4406,0,0.11169884386280844,4406,0
884,0,0.029893578662938482,884,0
6112,0,0.2565800719041474,6112,0
2487,0,0.11078857723196332,2487,0
5470,0,0.03499265309695992,5470,0
1766,0,0.03140294744787593,1766,0
2093,0,0.13191593159172288,2093,0
3629,0,0.03809861873095944,3629,0
717,0,0.5028691021152869,717,1
5691,0,0.07887883475523538,5691,0
4475,0,0.20946877650180754,4475,0
1667,0,0.07971665881114375,1667,0
1026,1,0.8119625955105649,1026,1
5874,1,0.728049217766847,5874,1
866,0,0.02010025719784201,866,0
4420,0,0.053297172541852345,4420,0
102,0,0.17974700051640768,102,0
6434,1,0.4579675268596818,6434,0
2107,0,0.4599848094087249,2107,0
3443,0,0.17410249942489558,3443,0
222,0,0.17156051684223417,222,0
6394,0,0.11997727908726044,6394,0
1675,1,0.5158792830746591,1675,1
2004,1,0.4906925982485307,2004,0
1877,0,0.00924115126241628,1877,0
5292,0,0.025467440785124015,5292,0
3529,0,0.7406392831437557,3529,1
6050,0,0.15764698414810427,6050,0
2269,1,0.5128067740050158,2269,1
1744,0,0.23893193195080484,1744,0
308,0,0.5369841668593016,308,1
3195,0,0.4486998918930852,3195,0
2749,0,0.1361547560710366,2749,0
5257,1,0.6359300185354989,5257,1
5132,0,0.03432962714649576,5132,0
6243,0,0.016910322223895075,6243,0
1444,0,0.10788799218513563,1444,0
6055,0,0.48239281625774755,6055,0
4132,1,0.5017184367940473,4132,1
4613,1,0.33862511753723795,4613,0
1623,0,0.15868840969283385,1623,0
4556,1,0.6942271862944186,4556,1
4745,0,0.5578189158531363,4745,1
498,1,0.5986656779727263,498,1
2645,0,0.16871255973862484,2645,0
6718,1,0.5535221770263099,6718,1
1332,0,0.0023623894461718767,1332,0
4200,0,0.011160490796604043,4200,0
3747,0,0.31098387343386863,3747,0
3700,1,0.12354410335157165,3700,0
1197,0,0.1164955194874076,1197,0
1047,0,0.2957516311413012,1047,0
4313,0,0.2788390751120996,4313,0
5583,1,0.49055875063546694,5583,0
875,0,0.6078267158050487,875,1
6334,0,0.08861604285628222,6334,0
295,0,0.16671914586651593,295,0
5250,0,0.6783014949624191,5250,1
3594,0,0.46519095853219555,3594,0
2177,0,0.061816273007927754,2177,0
5866,0,0.20460798978636063,5866,0
4986,0,0.4608724670444353,4986,0
6064,1,0.6617711436070264,6064,1
4068,0,0.06479894056627539,4068,0
1471,0,0.35018876321277403,1471,0
2226,0,0.04493316625060954,2226,0
2428,1,0.5336973885887213,2428,1
44,0,0.32314427813718805,44,0
900,0,0.1616297309760709,900,0
6429,0,0.012255586876822449,6429,0
4529,0,0.26251034332232054,4529,0
6217,0,0.0519629459703041,6217,0
